Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
ODI # 2750,Sri Lanka,India,33 runs,Colombo (RPS),"Aug 24, 2008",India
ODI # 2751,Ireland,Kenya,33 runs,Belfast,"Aug 24, 2008",Ireland
ODI # 2752,Canada,West Indies,7 wickets,King City (NW),"Aug 24, 2008",West Indies
ODI # 2753,Ireland,Kenya,,Belfast,"Aug 25, 2008",no result
ODI # 2754,England,South Africa,10 wickets,Nottingham,"Aug 26, 2008",England
ODI # 2755,Sri Lanka,India,46 runs,Colombo (RPS),"Aug 27, 2008",India
ODI # 2756,Sri Lanka,India,112 runs,Colombo (RPS),"Aug 29, 2008",Sri Lanka
ODI # 2757,England,South Africa,126 runs,The Oval,"Aug 29, 2008",England
ODI # 2758,Australia,Bangladesh,180 runs,Darwin,"Aug 30, 2008",Australia
ODI # 2759,England,South Africa,7 wickets,Lord's,"Aug 31, 2008",England
ODI # 2760,Australia,Bangladesh,8 wickets,Darwin,"Sep 3, 2008",Australia
ODI # 2761,England,South Africa,,Cardiff,"Sep 3, 2008",no result
ODI # 2762,Australia,Bangladesh,73 runs,Darwin,"Sep 6, 2008",Australia
ODI # 2763,Bangladesh,New Zealand,7 wickets,Dhaka,"Oct 9, 2008",Bangladesh
ODI # 2764,Bangladesh,New Zealand,75 runs,Dhaka,"Oct 11, 2008",New Zealand
ODI # 2765,Bangladesh,New Zealand,79 runs,Chittagong,"Oct 14, 2008",New Zealand
ODI # 2766,Ireland,Zimbabwe,156 runs,Nairobi (Gym),"Oct 17, 2008",Zimbabwe
ODI # 2767,Kenya,Ireland,86 runs,Nairobi (Gym),"Oct 18, 2008",Ireland
ODI # 2768,Kenya,Zimbabwe,95 runs,Nairobi (Gym),"Oct 19, 2008",Kenya
ODI # 2769,South Africa,Kenya,159 runs,Bloemfontein,"Oct 31, 2008",South Africa
ODI # 2770,South Africa,Kenya,7 wickets,Kimberley,"Nov 2, 2008",South Africa
ODI # 2771,South Africa,Bangladesh,61 runs,Potchefstroom,"Nov 7, 2008",South Africa
ODI # 2772,South Africa,Bangladesh,128 runs,Benoni,"Nov 9, 2008",South Africa
ODI # 2773,Pakistan,West Indies,4 wickets,Abu Dhabi,"Nov 12, 2008",Pakistan
ODI # 2774,India,England,158 runs,Rajkot,"Nov 14, 2008",India
ODI # 2775,Pakistan,West Indies,24 runs,Abu Dhabi,"Nov 14, 2008",Pakistan
ODI # 2776,Pakistan,West Indies,31 runs,Abu Dhabi,"Nov 16, 2008",Pakistan
ODI # 2777,India,England,54 runs,Indore,"Nov 17, 2008",India
ODI # 2778,India,England,16 runs,Kanpur,"Nov 20, 2008",India
ODI # 2779,Zimbabwe,Sri Lanka,6 wickets,Harare,"Nov 20, 2008",Sri Lanka
ODI # 2780,Zimbabwe,Sri Lanka,9 wickets,Harare,"Nov 22, 2008",Sri Lanka
ODI # 2781,India,England,19 runs,Bengaluru,"Nov 23, 2008",India
ODI # 2782,Zimbabwe,Sri Lanka,5 runs,Harare,"Nov 24, 2008",Sri Lanka
ODI # 2783,India,England,6 wickets,Cuttack,"Nov 26, 2008",India
ODI # 2784,Zimbabwe,Sri Lanka,2 wickets,Harare,"Nov 28, 2008",Sri Lanka
ODI # 2785,Zimbabwe,Sri Lanka,19 runs,Harare,"Nov 30, 2008",Sri Lanka
ODI # 2786,New Zealand,West Indies,,Queenstown,"Dec 31, 2008",no result
ODI # 2787,New Zealand,West Indies,5 wickets,Christchurch,"Jan 3, 2009",West Indies
ODI # 2788,New Zealand,West Indies,7 wickets,Wellington,"Jan 7, 2009",New Zealand
ODI # 2789,New Zealand,West Indies,,Auckland,"Jan 10, 2009",no result
ODI # 2790,Bangladesh,Zimbabwe,38 runs,Dhaka,"Jan 10, 2009",Zimbabwe
ODI # 2791,Sri Lanka,Zimbabwe,130 runs,Dhaka,"Jan 12, 2009",Sri Lanka
ODI # 2792,New Zealand,West Indies,9 runs,Napier,"Jan 13, 2009",New Zealand
ODI # 2793,Bangladesh,Sri Lanka,5 wickets,Dhaka,"Jan 14, 2009",Bangladesh
ODI # 2794,Bangladesh,Sri Lanka,2 wickets,Dhaka,"Jan 16, 2009",Sri Lanka
ODI # 2795,Australia,South Africa,3 wickets,Melbourne,"Jan 16, 2009",South Africa
ODI # 2796,Australia,South Africa,5 runs,Hobart,"Jan 18, 2009",Australia
ODI # 2797,Bangladesh,Zimbabwe,2 wickets,Dhaka,"Jan 19, 2009",Zimbabwe
ODI # 2798,Pakistan,Sri Lanka,8 wickets,Karachi,"Jan 20, 2009",Pakistan
ODI # 2799,Bangladesh,Zimbabwe,6 wickets,Dhaka,"Jan 21, 2009",Bangladesh
ODI # 2800,Pakistan,Sri Lanka,129 runs,Karachi,"Jan 21, 2009",Sri Lanka
ODI # 2801,Bangladesh,Zimbabwe,6 wickets,Dhaka,"Jan 23, 2009",Bangladesh
ODI # 2802,Australia,South Africa,3 wickets,Sydney,"Jan 23, 2009",South Africa
ODI # 2803,Pakistan,Sri Lanka,234 runs,Lahore,"Jan 24, 2009",Sri Lanka
ODI # 2804,Australia,South Africa,8 wickets,Adelaide,"Jan 26, 2009",South Africa
ODI # 2805,Kenya,Zimbabwe,109 runs,Mombasa,"Jan 27, 2009",Zimbabwe
ODI # 2806,Sri Lanka,India,6 wickets,Dambulla,"Jan 28, 2009",India
ODI # 2807,Kenya,Zimbabwe,151 runs,Mombasa,"Jan 29, 2009",Zimbabwe
ODI # 2808,Australia,South Africa,39 runs,Perth,"Jan 30, 2009",South Africa
ODI # 2809,Kenya,Zimbabwe,4 wickets,Nairobi (Gym),"Jan 31, 2009",Zimbabwe
ODI # 2810,Sri Lanka,India,15 runs,Colombo (RPS),"Jan 31, 2009",India
ODI # 2811,Australia,New Zealand,2 wickets,Perth,"Feb 1, 2009",New Zealand
ODI # 2812,Kenya,Zimbabwe,66 runs,Nairobi (Gym),"Feb 1, 2009",Zimbabwe
ODI # 2813,Sri Lanka,India,147 runs,Colombo (RPS),"Feb 3, 2009",India
ODI # 2814,Kenya,Zimbabwe,7 wickets,Nairobi (Gym),"Feb 4, 2009",Zimbabwe
ODI # 2815,Sri Lanka,India,67 runs,Colombo (RPS),"Feb 5, 2009",India
ODI # 2816,Australia,New Zealand,6 wickets,Melbourne,"Feb 6, 2009",New Zealand
ODI # 2817,Australia,New Zealand,32 runs,Sydney,"Feb 8, 2009",Australia
ODI # 2818,Sri Lanka,India,68 runs,Colombo (RPS),"Feb 8, 2009",Sri Lanka
ODI # 2819,Australia,New Zealand,6 wickets,Adelaide,"Feb 10, 2009",Australia
ODI # 2820,Australia,New Zealand,,Brisbane,"Feb 13, 2009",no result
ODI # 2821,New Zealand,India,53 runs,Napier,"Mar 3, 2009",India
ODI # 2822,New Zealand,India,,Wellington,"Mar 6, 2009",no result
ODI # 2823,New Zealand,India,58 runs,Christchurch,"Mar 8, 2009",India
ODI # 2824,New Zealand,India,84 runs,Hamilton,"Mar 11, 2009",India
ODI # 2825,New Zealand,India,8 wickets,Auckland,"Mar 14, 2009",New Zealand
ODI # 2826,West Indies,England,1 run,Providence,"Mar 20, 2009",England
ODI # 2827,West Indies,England,21 runs,Providence,"Mar 22, 2009",West Indies
ODI # 2828,West Indies,England,8 wickets,Bridgetown,"Mar 27, 2009",West Indies
ODI # 2829,West Indies,England,9 wickets,Bridgetown,"Mar 29, 2009",England
ODI # 2830,Ireland,Scotland,7 wickets,Benoni,"Apr 1, 2009",Ireland
ODI # 2831,Kenya,Netherlands,7 wickets,Potchefstroom,"Apr 1, 2009",Netherlands
ODI # 2832,South Africa,Australia,141 runs,Durban,"Apr 3, 2009",Australia
ODI # 2833,West Indies,England,26 runs,Gros Islet,"Apr 3, 2009",England
ODI # 2834,South Africa,Australia,7 wickets,Centurion,"Apr 5, 2009",South Africa
ODI # 2835,Bermuda,Kenya,7 wickets,Potchefstroom,"Apr 6, 2009",Kenya
ODI # 2836,Canada,Ireland,6 wickets,Benoni,"Apr 6, 2009",Ireland
ODI # 2837,Bermuda,Netherlands,63 runs,Potchefstroom,"Apr 8, 2009",Netherlands
ODI # 2838,Canada,Scotland,148 runs,Benoni,"Apr 8, 2009",Canada
ODI # 2839,South Africa,Australia,25 runs,Cape Town,"Apr 9, 2009",South Africa
ODI # 2840,South Africa,Australia,61 runs,Port Elizabeth,"Apr 13, 2009",South Africa
ODI # 2841,South Africa,Australia,47 runs,Johannesburg,"Apr 17, 2009",Australia
ODI # 2842,Afghanistan,Scotland,89 runs,Benoni,"Apr 19, 2009",Afghanistan
ODI # 2843,Canada,Ireland,9 wickets,Centurion,"Apr 19, 2009",Ireland
ODI # 2844,Kenya,Netherlands,6 wickets,Potchefstroom,"Apr 19, 2009",Netherlands
ODI # 2845,Australia,Pakistan,4 wickets,Dubai (DSC),"Apr 22, 2009",Pakistan
ODI # 2846,Australia,Pakistan,6 wickets,Dubai (DSC),"Apr 24, 2009",Australia
ODI # 2847,Australia,Pakistan,27 runs,Abu Dhabi,"Apr 27, 2009",Australia
ODI # 2848,Australia,Pakistan,8 wickets,Abu Dhabi,"May 1, 2009",Australia
ODI # 2849,Australia,Pakistan,7 wickets,Abu Dhabi,"May 3, 2009",Pakistan
ODI # 2850,England,West Indies,6 wickets,Bristol,"May 24, 2009",England
ODI # 2851,England,West Indies,58 runs,Birmingham,"May 26, 2009",England
ODI # 2852,West Indies,India,20 runs,Kingston,"Jun 26, 2009",India
ODI # 2853,West Indies,India,8 wickets,Kingston,"Jun 28, 2009",West Indies
ODI # 2854,West Indies,India,6 wickets,Gros Islet,"Jul 3, 2009",India
ODI # 2855,West Indies,India,,Gros Islet,"Jul 5, 2009",no result
ODI # 2856,Scotland,Canada,6 wickets,Aberdeen,"Jul 7, 2009",Canada
ODI # 2857,Scotland,Canada,5 wickets,Aberdeen,"Jul 8, 2009",Scotland
ODI # 2858,Ireland,Kenya,3 wickets,Dublin,"Jul 9, 2009",Ireland
ODI # 2859,Netherlands,Canada,50 runs,Amstelveen,"Jul 11, 2009",Netherlands
ODI # 2860,Ireland,Kenya,52 runs,Dublin,"Jul 11, 2009",Ireland
ODI # 2861,Ireland,Kenya,4 runs,Dublin,"Jul 12, 2009",Ireland
ODI # 2862,West Indies,Bangladesh,52 runs,Roseau,"Jul 26, 2009",Bangladesh
ODI # 2863,West Indies,Bangladesh,3 wickets,Roseau,"Jul 28, 2009",Bangladesh
ODI # 2864,Sri Lanka,Pakistan,36 runs,Dambulla,"Jul 30, 2009",Sri Lanka
ODI # 2865,West Indies,Bangladesh,3 wickets,Basseterre,"Jul 31, 2009",Bangladesh
ODI # 2866,Sri Lanka,Pakistan,6 wickets,Dambulla,"Aug 1, 2009",Sri Lanka
ODI # 2867,Sri Lanka,Pakistan,6 wickets,Dambulla,"Aug 3, 2009",Sri Lanka
ODI # 2868,Sri Lanka,Pakistan,146 runs,Colombo (RPS),"Aug 7, 2009",Pakistan
ODI # 2869,Zimbabwe,Bangladesh,8 wickets,Bulawayo,"Aug 9, 2009",Bangladesh
ODI # 2870,Sri Lanka,Pakistan,132 runs,Colombo (RPS),"Aug 9, 2009",Pakistan
ODI # 2871,Zimbabwe,Bangladesh,49 runs,Bulawayo,"Aug 11, 2009",Bangladesh
ODI # 2872,Zimbabwe,Bangladesh,69 runs,Bulawayo,"Aug 14, 2009",Zimbabwe
ODI # 2873,Zimbabwe,Bangladesh,4 wickets,Bulawayo,"Aug 16, 2009",Bangladesh
ODI # 2874,Zimbabwe,Bangladesh,5 wickets,Bulawayo,"Aug 18, 2009",Bangladesh
ODI # 2875,Canada,Kenya,9 wickets,King City (NW),"Aug 19, 2009",Canada
ODI # 2876,Scotland,Ireland,96 runs,Aberdeen,"Aug 22, 2009",Ireland
ODI # 2877,Canada,Kenya,,King City (NW),"Aug 22, 2009",no result
ODI # 2878,Ireland,England,3 runs,Belfast,"Aug 27, 2009",England
ODI # 2879,Scotland,Australia,189 runs,Edinburgh,"Aug 28, 2009",Australia
ODI # 2880,Netherlands,Afghanistan,8 runs,Amstelveen,"Aug 30, 2009",Netherlands
ODI # 2881,Netherlands,Afghanistan,6 wickets,Amstelveen,"Sep 1, 2009",Afghanistan
ODI # 2882,England,Australia,4 runs,The Oval,"Sep 4, 2009",Australia
ODI # 2883,England,Australia,39 runs,Lord's,"Sep 6, 2009",Australia
ODI # 2884,Sri Lanka,New Zealand,97 runs,Colombo (RPS),"Sep 8, 2009",Sri Lanka
ODI # 2885,England,Australia,6 wickets,Southampton,"Sep 9, 2009",Australia
ODI # 2886,India,New Zealand,6 wickets,Colombo (RPS),"Sep 11, 2009",India
ODI # 2887,Sri Lanka,India,139 runs,Colombo (RPS),"Sep 12, 2009",Sri Lanka
ODI # 2888,England,Australia,7 wickets,Lord's,"Sep 12, 2009",Australia
ODI # 2889,Sri Lanka,India,46 runs,Colombo (RPS),"Sep 14, 2009",India
ODI # 2890,England,Australia,4 wickets,Nottingham,"Sep 15, 2009",Australia
ODI # 2891,England,Australia,111 runs,Nottingham,"Sep 17, 2009",Australia
ODI # 2892,England,Australia,4 wickets,Chester-le-Street,"Sep 20, 2009",England
ODI # 2893,South Africa,Sri Lanka,55 runs,Centurion,"Sep 22, 2009",Sri Lanka
ODI # 2894,Pakistan,West Indies,5 wickets,Johannesburg,"Sep 23, 2009",Pakistan
ODI # 2895,South Africa,New Zealand,5 wickets,Centurion,"Sep 24, 2009",South Africa
ODI # 2896,England,Sri Lanka,6 wickets,Johannesburg,"Sep 25, 2009",England
ODI # 2897,Australia,West Indies,50 runs,Johannesburg,"Sep 26, 2009",Australia
ODI # 2898,India,Pakistan,54 runs,Centurion,"Sep 26, 2009",Pakistan
ODI # 2899,New Zealand,Sri Lanka,38 runs,Johannesburg,"Sep 27, 2009",New Zealand
ODI # 2900,South Africa,England,22 runs,Centurion,"Sep 27, 2009",England
ODI # 2901,Australia,India,,Centurion,"Sep 28, 2009",no result
ODI # 2902,England,New Zealand,4 wickets,Johannesburg,"Sep 29, 2009",New Zealand
ODI # 2903,Australia,Pakistan,2 wickets,Centurion,"Sep 30, 2009",Australia
ODI # 2904,India,West Indies,7 wickets,Johannesburg,"Sep 30, 2009",India
ODI # 2905,Australia,England,9 wickets,Centurion,"Oct 2, 2009",Australia
ODI # 2906,New Zealand,Pakistan,5 wickets,Johannesburg,"Oct 3, 2009",New Zealand
ODI # 2907,Australia,New Zealand,6 wickets,Centurion,"Oct 5, 2009",Australia
ODI # 2908,Zimbabwe,Kenya,91 runs,Harare,"Oct 12, 2009",Zimbabwe
ODI # 2909,Zimbabwe,Kenya,86 runs,Harare,"Oct 13, 2009",Zimbabwe
ODI # 2910,Zimbabwe,Kenya,20 runs,Harare,"Oct 15, 2009",Kenya
ODI # 2911,Zimbabwe,Kenya,6 wickets,Harare,"Oct 17, 2009",Zimbabwe
ODI # 2912,Zimbabwe,Kenya,142 runs,Harare,"Oct 18, 2009",Zimbabwe
ODI # 2913,India,Australia,4 runs,Vadodara,"Oct 25, 2009",Australia
ODI # 2914,Bangladesh,Zimbabwe,5 wickets,Dhaka,"Oct 27, 2009",Zimbabwe
ODI # 2915,India,Australia,99 runs,Nagpur,"Oct 28, 2009",India
ODI # 2916,Bangladesh,Zimbabwe,7 wickets,Dhaka,"Oct 29, 2009",Bangladesh
ODI # 2917,Bangladesh,Zimbabwe,4 wickets,Dhaka,"Oct 31, 2009",Bangladesh
ODI # 2918,India,Australia,6 wickets,Delhi,"Oct 31, 2009",India
ODI # 2919,India,Australia,24 runs,Mohali,"Nov 2, 2009",Australia
ODI # 2920,Bangladesh,Zimbabwe,6 wickets,Chittagong,"Nov 3, 2009",Bangladesh
ODI # 2921,New Zealand,Pakistan,138 runs,Abu Dhabi,"Nov 3, 2009",Pakistan
ODI # 2922,Bangladesh,Zimbabwe,1 wicket,Chittagong,"Nov 5, 2009",Bangladesh
ODI # 2923,India,Australia,3 runs,Hyderabad (Deccan),"Nov 5, 2009",Australia
ODI # 2924,New Zealand,Pakistan,64 runs,Abu Dhabi,"Nov 6, 2009",New Zealand
ODI # 2925,India,Australia,6 wickets,Guwahati,"Nov 8, 2009",Australia
ODI # 2926,South Africa,Zimbabwe,45 runs,Benoni,"Nov 8, 2009",South Africa
ODI # 2927,New Zealand,Pakistan,7 runs,Abu Dhabi,"Nov 9, 2009",New Zealand
ODI # 2928,South Africa,Zimbabwe,212 runs,Centurion,"Nov 10, 2009",South Africa
ODI # 2929,South Africa,England,7 wickets,Centurion,"Nov 22, 2009",England
ODI # 2930,South Africa,England,112 runs,Cape Town,"Nov 27, 2009",South Africa
ODI # 2931,South Africa,England,7 wickets,Port Elizabeth,"Nov 29, 2009",England
ODI # 2932,India,Sri Lanka,3 runs,Rajkot,"Dec 15, 2009",India
ODI # 2933,India,Sri Lanka,3 wickets,Nagpur,"Dec 18, 2009",Sri Lanka
ODI # 2934,India,Sri Lanka,7 wickets,Cuttack,"Dec 21, 2009",India
ODI # 2935,India,Sri Lanka,7 wickets,Kolkata,"Dec 24, 2009",India
ODI # 2936,India,Sri Lanka,,Delhi,"Dec 27, 2009",no result
ODI # 2937,Bangladesh,Sri Lanka,7 wickets,Dhaka,"Jan 4, 2010",Sri Lanka
ODI # 2938,India,Sri Lanka,5 wickets,Dhaka,"Jan 5, 2010",Sri Lanka
ODI # 2939,Bangladesh,India,6 wickets,Dhaka,"Jan 7, 2010",India
ODI # 2940,Bangladesh,Sri Lanka,9 wickets,Dhaka,"Jan 8, 2010",Sri Lanka
ODI # 2941,India,Sri Lanka,8 wickets,Dhaka,"Jan 10, 2010",India
ODI # 2942,Bangladesh,India,6 wickets,Dhaka,"Jan 11, 2010",India
ODI # 2943,India,Sri Lanka,4 wickets,Dhaka,"Jan 13, 2010",Sri Lanka
ODI # 2944,Australia,Pakistan,5 wickets,Brisbane,"Jan 22, 2010",Australia
ODI # 2945,Australia,Pakistan,140 runs,Sydney,"Jan 24, 2010",Australia
ODI # 2946,Australia,Pakistan,40 runs,Adelaide,"Jan 26, 2010",Australia
ODI # 2947,Australia,Pakistan,135 runs,Perth,"Jan 29, 2010",Australia
ODI # 2948,Australia,Pakistan,2 wickets,Perth,"Jan 31, 2010",Australia
ODI # 2949,New Zealand,Bangladesh,146 runs,Napier,"Feb 5, 2010",New Zealand
ODI # 2950,Australia,West Indies,113 runs,Melbourne,"Feb 7, 2010",Australia
ODI # 2951,New Zealand,Bangladesh,5 wickets,Dunedin,"Feb 8, 2010",New Zealand
ODI # 2952,Australia,West Indies,8 wickets,Adelaide,"Feb 9, 2010",Australia
ODI # 2953,New Zealand,Bangladesh,3 wickets,Christchurch,"Feb 11, 2010",New Zealand
ODI # 2954,Australia,West Indies,,Sydney,"Feb 12, 2010",no result
ODI # 2955,Australia,West Indies,50 runs,Brisbane,"Feb 14, 2010",Australia
ODI # 2956,Kenya,Netherlands,6 wickets,Nairobi (Gym),"Feb 16, 2010",Kenya
ODI # 2957,Afghanistan,Canada,1 run,Sharjah,"Feb 16, 2010",Afghanistan
ODI # 2958,Kenya,Netherlands,80 runs,Nairobi (Gym),"Feb 18, 2010",Netherlands
ODI # 2959,Afghanistan,Canada,4 wickets,Sharjah,"Feb 18, 2010",Canada
ODI # 2960,Australia,West Indies,125 runs,Melbourne,"Feb 19, 2010",Australia
ODI # 2961,India,South Africa,1 run,Jaipur,"Feb 21, 2010",India
ODI # 2962,India,South Africa,153 runs,Gwalior,"Feb 24, 2010",India
ODI # 2963,India,South Africa,90 runs,Ahmedabad,"Feb 27, 2010",South Africa
ODI # 2964,Bangladesh,England,6 wickets,Dhaka,"Feb 28, 2010",England
ODI # 2965,Bangladesh,England,2 wickets,Dhaka,"Mar 2, 2010",England
ODI # 2966,New Zealand,Australia,2 wickets,Napier,"Mar 3, 2010",New Zealand
ODI # 2967,West Indies,Zimbabwe,2 runs,Providence,"Mar 4, 2010",Zimbabwe
ODI # 2968,Bangladesh,England,45 runs,Chittagong,"Mar 5, 2010",England
ODI # 2969,New Zealand,Australia,12 runs,Auckland,"Mar 6, 2010",Australia
ODI # 2970,West Indies,Zimbabwe,4 wickets,Providence,"Mar 6, 2010",West Indies
ODI # 2971,New Zealand,Australia,6 wickets,Hamilton,"Mar 9, 2010",Australia
ODI # 2972,West Indies,Zimbabwe,141 runs,Kingstown,"Mar 10, 2010",West Indies
ODI # 2973,New Zealand,Australia,6 wickets,Auckland,"Mar 11, 2010",Australia
ODI # 2974,West Indies,Zimbabwe,4 wickets,Kingstown,"Mar 12, 2010",West Indies
ODI # 2975,New Zealand,Australia,51 runs,Wellington,"Mar 13, 2010",New Zealand
ODI # 2976,West Indies,Zimbabwe,4 wickets,Kingstown,"Mar 14, 2010",West Indies
ODI # 2977,West Indies,Canada,208 runs,Kingston,"Apr 13, 2010",West Indies
ODI # 2978,West Indies,Ireland,6 wickets,Kingston,"Apr 15, 2010",West Indies
ODI # 2979,West Indies,South Africa,66 runs,North Sound,"May 22, 2010",South Africa
ODI # 2980,West Indies,South Africa,17 runs,North Sound,"May 24, 2010",South Africa
ODI # 2981,Zimbabwe,India,6 wickets,Bulawayo,"May 28, 2010",Zimbabwe
ODI # 2982,West Indies,South Africa,67 runs,Roseau,"May 28, 2010",South Africa
ODI # 2983,India,Sri Lanka,7 wickets,Bulawayo,"May 30, 2010",India
ODI # 2984,West Indies,South Africa,7 wickets,Roseau,"May 30, 2010",South Africa
ODI # 2985,Zimbabwe,Sri Lanka,9 wickets,Bulawayo,"Jun 1, 2010",Sri Lanka
ODI # 2986,Zimbabwe,India,7 wickets,Harare,"Jun 3, 2010",Zimbabwe
ODI # 2987,West Indies,South Africa,1 wicket,Port of Spain,"Jun 3, 2010",South Africa
ODI # 2988,India,Sri Lanka,6 wickets,Harare,"Jun 5, 2010",Sri Lanka
ODI # 2989,Zimbabwe,Sri Lanka,8 wickets,Harare,"Jun 7, 2010",Zimbabwe
ODI # 2990,Zimbabwe,Sri Lanka,9 wickets,Harare,"Jun 9, 2010",Sri Lanka
ODI # 2991,Sri Lanka,Pakistan,16 runs,Dambulla,"Jun 15, 2010",Sri Lanka
ODI # 2992,Netherlands,Scotland,6 wickets,Rotterdam,"Jun 15, 2010",Netherlands
ODI # 2993,Bangladesh,India,6 wickets,Dambulla,"Jun 16, 2010",India
ODI # 2994,Ireland,Australia,39 runs,Dublin,"Jun 17, 2010",Australia
ODI # 2995,Sri Lanka,Bangladesh,126 runs,Dambulla,"Jun 18, 2010",Sri Lanka
ODI # 2996,India,Pakistan,3 wickets,Dambulla,"Jun 19, 2010",India
ODI # 2997,Scotland,England,7 wickets,Edinburgh,"Jun 19, 2010",England
ODI # 2998,Bangladesh,Pakistan,139 runs,Dambulla,"Jun 21, 2010",Pakistan
ODI # 2999,Sri Lanka,India,7 wickets,Dambulla,"Jun 22, 2010",Sri Lanka
ODI # 3000,England,Australia,4 wickets,Southampton,"Jun 22, 2010",England
ODI # 3001,Sri Lanka,India,81 runs,Dambulla,"Jun 24, 2010",India
ODI # 3002,England,Australia,4 wickets,Cardiff,"Jun 24, 2010",England
ODI # 3003,England,Australia,1 wicket,Manchester,"Jun 27, 2010",England
ODI # 3004,England,Australia,78 runs,The Oval,"Jun 30, 2010",Australia
ODI # 3005,Afghanistan,Canada,6 wickets,The Hague,"Jul 1, 2010",Afghanistan
ODI # 3006,Ireland,Kenya,7 wickets,Rotterdam,"Jul 1, 2010",Ireland
ODI # 3007,Netherlands,Scotland,1 wicket,Amstelveen,"Jul 1, 2010",Scotland
ODI # 3008,Afghanistan,Ireland,39 runs,Rotterdam,"Jul 3-4, 2010",Ireland
ODI # 3009,Canada,Scotland,69 runs,Amstelveen,"Jul 3, 2010",Scotland
ODI # 3010,Netherlands,Kenya,117 runs,The Hague,"Jul 3, 2010",Netherlands
ODI # 3011,England,Australia,42 runs,Lord's,"Jul 3, 2010",Australia
ODI # 3012,Afghanistan,Kenya,1 wicket,Amstelveen,"Jul 5, 2010",Afghanistan
ODI # 3013,Ireland,Scotland,5 wickets,The Hague,"Jul 5, 2010",Ireland
ODI # 3014,Netherlands,Canada,7 wickets,Rotterdam,"Jul 5, 2010",Netherlands
ODI # 3015,Canada,Ireland,5 wickets,Amstelveen,"Jul 7, 2010",Ireland
ODI # 3016,Kenya,Scotland,6 runs,Rotterdam,"Jul 7, 2010",Scotland
ODI # 3017,Netherlands,Afghanistan,6 wickets,The Hague,"Jul 7, 2010",Afghanistan
ODI # 3018,England,Bangladesh,6 wickets,Nottingham,"Jul 8, 2010",England
ODI # 3019,Afghanistan,Scotland,2 wickets,Rotterdam,"Jul 9, 2010",Scotland
ODI # 3020,Canada,Kenya,6 wickets,Schiedam,"Jul 9, 2010",Canada
ODI # 3021,Netherlands,Ireland,39 runs,Amstelveen,"Jul 9, 2010",Ireland
ODI # 3022,Canada,Kenya,3 wickets,Schiedam,"Jul 10, 2010",Canada
ODI # 3023,Ireland,Scotland,6 wickets,Amstelveen,"Jul 10, 2010",Ireland
ODI # 3024,Netherlands,Afghanistan,5 wickets,Rotterdam,"Jul 10, 2010",Afghanistan
ODI # 3025,England,Bangladesh,5 runs,Bristol,"Jul 10, 2010",Bangladesh
ODI # 3026,England,Bangladesh,144 runs,Birmingham,"Jul 12, 2010",England
ODI # 3027,Ireland,Bangladesh,7 wickets,Belfast,"Jul 15, 2010",Ireland
ODI # 3028,Ireland,Bangladesh,6 wickets,Belfast,"Jul 16, 2010",Bangladesh
ODI # 3029,Bangladesh,Netherlands,6 wickets,Glasgow,"Jul 20, 2010",Netherlands
ODI # 3030,India,New Zealand,200 runs,Dambulla,"Aug 10, 2010",New Zealand
ODI # 3031,Sri Lanka,New Zealand,3 wickets,Dambulla,"Aug 13, 2010",Sri Lanka
ODI # 3032,Sri Lanka,India,6 wickets,Dambulla,"Aug 16, 2010",India
ODI # 3033,Scotland,Afghanistan,9 wickets,Ayr,"Aug 16, 2010",Afghanistan
ODI # 3034,Ireland,Netherlands,70 runs,Dublin,"Aug 16, 2010",Ireland
ODI # 3035,Scotland,Afghanistan,6 wickets,Ayr,"Aug 17, 2010",Scotland
ODI # 3036,Ireland,Netherlands,9 wickets,Dublin,"Aug 18, 2010",Ireland
ODI # 3037,Sri Lanka,New Zealand,,Dambulla,"Aug 19-20, 2010",no result
ODI # 3038,Sri Lanka,India,8 wickets,Dambulla,"Aug 22, 2010",Sri Lanka
ODI # 3039,India,New Zealand,105 runs,Dambulla,"Aug 25, 2010",India
ODI # 3040,Sri Lanka,India,74 runs,Dambulla,"Aug 28, 2010",Sri Lanka
ODI # 3041,Canada,Ireland,4 runs,Toronto,"Sep 6, 2010",Canada
ODI # 3042,Canada,Ireland,92 runs,Toronto,"Sep 7, 2010",Ireland
ODI # 3043,England,Pakistan,24 runs,Chester-le-Street,"Sep 10, 2010",England
ODI # 3044,England,Pakistan,4 wickets,Leeds,"Sep 12, 2010",England
ODI # 3045,England,Pakistan,23 runs,The Oval,"Sep 17, 2010",Pakistan
ODI # 3046,England,Pakistan,38 runs,Lord's,"Sep 20, 2010",Pakistan
ODI # 3047,England,Pakistan,121 runs,Southampton,"Sep 22, 2010",England
ODI # 3048,Zimbabwe,Ireland,2 wickets,Harare,"Sep 26, 2010",Zimbabwe
ODI # 3049,Zimbabwe,Ireland,3 wickets,Harare,"Sep 28, 2010",Zimbabwe
ODI # 3050,Zimbabwe,Ireland,20 runs,Harare,"Sep 30, 2010",Ireland
ODI # 3051,Bangladesh,New Zealand,9 runs,Dhaka,"Oct 5, 2010",Bangladesh
ODI # 3052,Kenya,Afghanistan,92 runs,Nairobi (Gym),"Oct 7, 2010",Kenya
ODI # 3053,Kenya,Afghanistan,6 wickets,Nairobi (Gym),"Oct 9, 2010",Afghanistan
