,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
314,ODI # 330,England,Australia,4 wickets,Birmingham,"Jun 1, 1985",Australia
315,ODI # 331,England,Australia,8 wickets,Lord's,"Jun 3, 1985",England
316,ODI # 332,Sri Lanka,India,2 wickets,Colombo,"Aug 25, 1985",India
317,ODI # 333,Sri Lanka,India,14 runs,Colombo,"Sep 21, 1985",Sri Lanka
318,ODI # 335,Pakistan,Sri Lanka,8 wickets,Peshawar,"Oct 13, 1985",Pakistan
319,ODI # 336,Pakistan,Sri Lanka,15 runs,Gujranwala,"Oct 23, 1985",Pakistan
320,ODI # 337,Pakistan,Sri Lanka,5 wickets,Lahore,"Oct 25, 1985",Pakistan
321,ODI # 338,Pakistan,Sri Lanka,89 runs,Hyderabad,"Nov 3, 1985",Pakistan
322,ODI # 339,Pakistan,West Indies,7 wickets,Sharjah,"Nov 15, 1985",West Indies
323,ODI # 340,India,Pakistan,48 runs,Sharjah,"Nov 17, 1985",Pakistan
324,ODI # 341,India,West Indies,8 wickets,Sharjah,"Nov 22, 1985",West Indies
325,ODI # 342,Pakistan,West Indies,8 wickets,Gujranwala,"Nov 27, 1985",West Indies
326,ODI # 343,Pakistan,West Indies,6 wickets,Lahore,"Nov 29, 1985",Pakistan
327,ODI # 344,Pakistan,West Indies,40 runs,Peshawar,"Dec 2, 1985",West Indies
328,ODI # 345,Pakistan,West Indies,5 wickets,Rawalpindi,"Dec 4, 1985",Pakistan
329,ODI # 346,Pakistan,West Indies,8 wickets,Karachi,"Dec 6, 1985",West Indies
330,ODI # 348,India,New Zealand,5 wickets,Brisbane,"Jan 11, 1986",India
331,ODI # 349,Australia,India,4 wickets,Brisbane,"Jan 12, 1986",Australia
332,ODI # 350,Australia,New Zealand,4 wickets,Sydney,"Jan 14, 1986",Australia
333,ODI # 351,Australia,India,8 wickets,Melbourne,"Jan 16, 1986",India
334,ODI # 352,India,New Zealand,3 wickets,Perth,"Jan 18, 1986",New Zealand
335,ODI # 353,Australia,New Zealand,4 wickets,Perth,"Jan 19, 1986",Australia
336,ODI # 354,Australia,India,100 runs,Sydney,"Jan 21, 1986",Australia
337,ODI # 355,India,New Zealand,5 wickets,Melbourne,"Jan 23, 1986",New Zealand
338,ODI # 356,India,New Zealand,5 wickets,Adelaide,"Jan 25, 1986",India
339,ODI # 357,Australia,India,36 runs,Adelaide,"Jan 26, 1986",Australia
340,ODI # 358,Australia,New Zealand,206 runs,Adelaide,"Jan 27, 1986",New Zealand
341,ODI # 359,Australia,New Zealand,99 runs,Sydney,"Jan 29, 1986",Australia
342,ODI # 360,Australia,India,6 wickets,Melbourne,"Jan 31, 1986",India
343,ODI # 361,India,New Zealand,22 runs,Launceston,"Feb 2, 1986",India
344,ODI # 362,Australia,India,11 runs,Sydney,"Feb 5, 1986",Australia
345,ODI # 363,Australia,India,7 wickets,Melbourne,"Feb 9, 1986",Australia
346,ODI # 364,West Indies,England,6 wickets,Kingston,"Feb 18, 1986",West Indies
347,ODI # 365,Sri Lanka,Pakistan,8 wickets,Kandy,"Mar 2, 1986",Pakistan
348,ODI # 366,West Indies,England,5 wickets,Port of Spain,"Mar 4, 1986",England
349,ODI # 368,Sri Lanka,Pakistan,8 wickets,Colombo,"Mar 11, 1986",Pakistan
350,ODI # 369,New Zealand,Australia,30 runs,Dunedin,"Mar 19, 1986",New Zealand
351,ODI # 370,West Indies,England,135 runs,Bridgetown,"Mar 19, 1986",West Indies
352,ODI # 371,New Zealand,Australia,53 runs,Christchurch,"Mar 22, 1986",New Zealand
353,ODI # 372,New Zealand,Australia,3 wickets,Wellington,"Mar 26, 1986",Australia
354,ODI # 373,New Zealand,Australia,44 runs,Auckland,"Mar 29, 1986",Australia
355,ODI # 374,Sri Lanka,Pakistan,81 runs,Colombo,"Mar 30, 1986",Pakistan
356,ODI # 375,Bangladesh,Pakistan,7 wickets,Moratuwa,"Mar 31, 1986",Pakistan
357,ODI # 376,West Indies,England,8 wickets,Port of Spain,"Mar 31, 1986",West Indies
358,ODI # 377,Sri Lanka,Bangladesh,7 wickets,Kandy,"Apr 2, 1986",Sri Lanka
359,ODI # 378,Sri Lanka,New Zealand,6 wickets,Colombo,"Apr 5, 1986",New Zealand
360,ODI # 379,Sri Lanka,Pakistan,5 wickets,Colombo,"Apr 6, 1986",Sri Lanka
361,ODI # 380,New Zealand,Pakistan,4 wickets,Colombo,"Apr 7, 1986",Pakistan
362,ODI # 381,India,New Zealand,3 wickets,Sharjah,"Apr 10, 1986",India
363,ODI # 382,Australia,Pakistan,8 wickets,Sharjah,"Apr 11, 1986",Pakistan
364,ODI # 383,India,Sri Lanka,3 wickets,Sharjah,"Apr 13, 1986",India
365,ODI # 384,New Zealand,Pakistan,10 wickets,Sharjah,"Apr 15, 1986",Pakistan
366,ODI # 385,India,Pakistan,1 wicket,Sharjah,"Apr 18, 1986",Pakistan
367,ODI # 386,England,India,9 wickets,The Oval,"May 24, 1986",India
368,ODI # 387,England,India,5 wickets,Manchester,"May 26, 1986",England
369,ODI # 388,England,New Zealand,47 runs,Leeds,"Jul 16, 1986",New Zealand
370,ODI # 389,England,New Zealand,6 wickets,Manchester,"Jul 18, 1986",England
371,ODI # 390,India,Australia,7 wickets,Jaipur,"Sep 7, 1986",India
372,ODI # 391,India,Australia,3 wickets,Srinagar,"Sep 9, 1986",Australia
373,ODI # 393,India,Australia,3 wickets,Delhi,"Oct 2, 1986",India
374,ODI # 394,India,Australia,52 runs,Ahmedabad,"Oct 5, 1986",India
375,ODI # 395,India,Australia,7 wickets,Rajkot,"Oct 7, 1986",Australia
376,ODI # 396,Pakistan,West Indies,4 wickets,Peshawar,"Oct 17, 1986",West Indies
377,ODI # 397,Pakistan,West Indies,17 runs,Gujranwala,"Nov 4, 1986",West Indies
378,ODI # 398,Pakistan,West Indies,4 wickets,Sialkot,"Nov 14, 1986",West Indies
379,ODI # 399,Pakistan,West Indies,89 runs,Multan,"Nov 17, 1986",West Indies
380,ODI # 400,Pakistan,West Indies,11 runs,Hyderabad,"Nov 18, 1986",Pakistan
381,ODI # 401,India,Sri Lanka,7 wickets,Sharjah,"Nov 27, 1986",India
382,ODI # 402,Pakistan,West Indies,9 wickets,Sharjah,"Nov 28, 1986",West Indies
383,ODI # 403,India,West Indies,33 runs,Sharjah,"Nov 30, 1986",West Indies
384,ODI # 404,Pakistan,Sri Lanka,4 wickets,Sharjah,"Dec 2, 1986",Pakistan
385,ODI # 405,Sri Lanka,West Indies,193 runs,Sharjah,"Dec 3, 1986",West Indies
386,ODI # 406,India,Pakistan,3 wickets,Sharjah,"Dec 5, 1986",Pakistan
387,ODI # 407,India,Sri Lanka,117 runs,Kanpur,"Dec 24, 1986",Sri Lanka
388,ODI # 408,Pakistan,West Indies,34 runs,Perth,"Dec 30, 1986",Pakistan
389,ODI # 409,Australia,England,37 runs,Perth,"Jan 1, 1987",England
390,ODI # 410,Australia,Pakistan,1 wicket,Perth,"Jan 2, 1987",Pakistan
391,ODI # 411,England,West Indies,19 runs,Perth,"Jan 3, 1987",England
392,ODI # 412,Australia,West Indies,164 runs,Perth,"Jan 4, 1987",West Indies
393,ODI # 413,England,Pakistan,3 wickets,Perth,"Jan 5, 1987",England
394,ODI # 414,England,Pakistan,5 wickets,Perth,"Jan 7, 1987",England
395,ODI # 415,India,Sri Lanka,8 wickets,Guwahati,"Jan 11, 1987",India
396,ODI # 416,India,Sri Lanka,6 wickets,Delhi,"Jan 13, 1987",India
397,ODI # 417,India,Sri Lanka,94 runs,Vadodara,"Jan 15, 1987",India
398,ODI # 418,England,West Indies,6 wickets,Brisbane,"Jan 17, 1987",England
399,ODI # 419,India,Sri Lanka,10 runs,Mumbai,"Jan 17, 1987",India
400,ODI # 420,Australia,England,11 runs,Brisbane,"Jan 18, 1987",Australia
401,ODI # 421,Australia,West Indies,7 wickets,Melbourne,"Jan 20, 1987",West Indies
402,ODI # 422,Australia,England,3 wickets,Sydney,"Jan 22, 1987",England
403,ODI # 423,England,West Indies,89 runs,Adelaide,"Jan 24, 1987",England
404,ODI # 424,Australia,West Indies,16 runs,Adelaide,"Jan 25, 1987",West Indies
405,ODI # 425,Australia,England,33 runs,Adelaide,"Jan 26, 1987",Australia
406,ODI # 426,India,Pakistan,3 wickets,Indore,"Jan 27, 1987",Pakistan
407,ODI # 427,Australia,West Indies,36 runs,Sydney,"Jan 28, 1987",Australia
408,ODI # 428,England,West Indies,6 wickets,Melbourne,"Jan 30, 1987",West Indies
409,ODI # 429,Australia,England,109 runs,Melbourne,"Feb 1, 1987",Australia
410,ODI # 430,England,West Indies,29 runs,Devonport,"Feb 3, 1987",England
411,ODI # 431,Australia,West Indies,2 wickets,Sydney,"Feb 6, 1987",Australia
412,ODI # 432,Australia,England,6 wickets,Melbourne,"Feb 8, 1987",England
413,ODI # 433,Australia,England,8 runs,Sydney,"Feb 11, 1987",England
414,ODI # 434,India,Pakistan,2 wickets,Kolkata,"Feb 18, 1987",Pakistan
415,ODI # 435,New Zealand,West Indies,95 runs,Dunedin,"Mar 18, 1987",West Indies
416,ODI # 436,India,Pakistan,,Hyderabad,"Mar 20, 1987",India
417,ODI # 437,New Zealand,West Indies,6 wickets,Auckland,"Mar 21, 1987",West Indies
418,ODI # 438,India,Pakistan,6 wickets,Pune,"Mar 22, 1987",Pakistan
419,ODI # 439,India,Pakistan,41 runs,Nagpur,"Mar 24, 1987",Pakistan
420,ODI # 440,India,Pakistan,5 wickets,Jamshedpur,"Mar 26, 1987",Pakistan
421,ODI # 441,New Zealand,West Indies,10 wickets,Christchurch,"Mar 28, 1987",West Indies
422,ODI # 442,England,India,3 wickets,Sharjah,"Apr 2, 1987",India
423,ODI # 443,Australia,Pakistan,6 wickets,Sharjah,"Apr 3, 1987",Pakistan
424,ODI # 444,Australia,India,7 wickets,Sharjah,"Apr 5, 1987",India
425,ODI # 445,England,Pakistan,5 wickets,Sharjah,"Apr 7, 1987",England
426,ODI # 446,Australia,England,11 runs,Sharjah,"Apr 9, 1987",England
427,ODI # 447,India,Pakistan,8 wickets,Sharjah,"Apr 10, 1987",Pakistan
428,ODI # 448,England,Pakistan,7 wickets,The Oval,"May 21, 1987",England
429,ODI # 449,England,Pakistan,6 wickets,Nottingham,"May 23, 1987",Pakistan
430,ODI # 450,England,Pakistan,1 wicket,Birmingham,"May 25, 1987",England
431,ODI # 451,Pakistan,Sri Lanka,15 runs,Hyderabad,"Oct 8, 1987",Pakistan
432,ODI # 453,India,Australia,1 run,Chennai,"Oct 9, 1987",Australia
433,ODI # 452,England,West Indies,2 wickets,Gujranwala,"Oct 9, 1987",England
434,ODI # 454,New Zealand,Zimbabwe,3 runs,Hyderabad,"Oct 10, 1987",New Zealand
435,ODI # 455,Pakistan,England,18 runs,Rawalpindi,"Oct 12-13, 1987",Pakistan
436,ODI # 456,Australia,Zimbabwe,96 runs,Chennai,"Oct 13, 1987",Australia
437,ODI # 457,Sri Lanka,West Indies,191 runs,Karachi,"Oct 13, 1987",West Indies
438,ODI # 458,India,New Zealand,16 runs,Bengaluru,"Oct 14, 1987",India
439,ODI # 459,Pakistan,West Indies,1 wicket,Lahore,"Oct 16, 1987",Pakistan
440,ODI # 461,India,Zimbabwe,8 wickets,Mumbai,"Oct 17, 1987",India
441,ODI # 460,England,Sri Lanka,108 runs,Peshawar,"Oct 17, 1987",England
442,ODI # 462,Australia,New Zealand,3 runs,Indore,"Oct 18-19, 1987",Australia
443,ODI # 463,Pakistan,England,7 wickets,Karachi,"Oct 20, 1987",Pakistan
444,ODI # 464,Sri Lanka,West Indies,25 runs,Kanpur,"Oct 21, 1987",West Indies
445,ODI # 465,India,Australia,56 runs,Delhi,"Oct 22, 1987",India
446,ODI # 466,New Zealand,Zimbabwe,4 wickets,Kolkata,"Oct 23, 1987",New Zealand
447,ODI # 467,Pakistan,Sri Lanka,113 runs,Faisalabad,"Oct 25, 1987",Pakistan
448,ODI # 468,England,West Indies,34 runs,Jaipur,"Oct 26, 1987",England
449,ODI # 469,India,Zimbabwe,7 wickets,Ahmedabad,"Oct 26, 1987",India
450,ODI # 470,Australia,New Zealand,17 runs,Chandigarh,"Oct 27, 1987",Australia
451,ODI # 471,Australia,Zimbabwe,70 runs,Cuttack,"Oct 30, 1987",Australia
452,ODI # 472,England,Sri Lanka,8 wickets,Pune,"Oct 30, 1987",England
453,ODI # 473,Pakistan,West Indies,28 runs,Karachi,"Oct 30, 1987",West Indies
454,ODI # 474,India,New Zealand,9 wickets,Nagpur,"Oct 31, 1987",India
455,ODI # 475,Pakistan,Australia,18 runs,Lahore,"Nov 4, 1987",Australia
456,ODI # 476,India,England,35 runs,Mumbai,"Nov 5, 1987",England
457,ODI # 477,Australia,England,7 runs,Kolkata,"Nov 8, 1987",Australia
458,ODI # 478,Pakistan,England,2 wickets,Lahore,"Nov 18, 1987",England
459,ODI # 479,Pakistan,England,23 runs,Karachi,"Nov 20, 1987",England
460,ODI # 480,Pakistan,England,98 runs,Peshawar,"Nov 22, 1987",England
461,ODI # 481,India,West Indies,10 runs,Nagpur,"Dec 8, 1987",West Indies
462,ODI # 482,India,West Indies,52 runs,Guwahati,"Dec 23, 1987",West Indies
463,ODI # 484,Australia,Sri Lanka,81 runs,Perth,"Jan 2, 1988",Australia
464,ODI # 483,India,West Indies,56 runs,Kolkata,"Jan 2, 1988",India
465,ODI # 485,Australia,New Zealand,1 run,Perth,"Jan 3, 1988",New Zealand
466,ODI # 486,New Zealand,Sri Lanka,6 wickets,Sydney,"Jan 5, 1988",New Zealand
467,ODI # 487,India,West Indies,6 wickets,Rajkot,"Jan 5, 1988",West Indies
468,ODI # 488,Australia,New Zealand,6 runs,Melbourne,"Jan 7, 1988",Australia
469,ODI # 489,India,West Indies,2 runs,Ahmedabad,"Jan 7, 1988",West Indies
470,ODI # 490,New Zealand,Sri Lanka,4 wickets,Adelaide,"Jan 9, 1988",New Zealand
471,ODI # 491,Australia,Sri Lanka,81 runs,Adelaide,"Jan 10, 1988",Australia
472,ODI # 492,New Zealand,Sri Lanka,4 wickets,Hobart,"Jan 12, 1988",Sri Lanka
473,ODI # 493,Australia,Sri Lanka,38 runs,Melbourne,"Jan 14, 1988",Australia
474,ODI # 494,New Zealand,Sri Lanka,4 wickets,Brisbane,"Jan 16, 1988",New Zealand
475,ODI # 495,Australia,New Zealand,5 wickets,Brisbane,"Jan 17, 1988",Australia
476,ODI # 496,Australia,Sri Lanka,3 wickets,Sydney,"Jan 19, 1988",Australia
477,ODI # 497,India,West Indies,4 wickets,Faridabad,"Jan 19, 1988",West Indies
478,ODI # 498,Australia,New Zealand,78 runs,Sydney,"Jan 20, 1988",Australia
479,ODI # 499,Australia,New Zealand,8 wickets,Melbourne,"Jan 22, 1988",Australia
480,ODI # 500,India,West Indies,73 runs,Gwalior,"Jan 22, 1988",West Indies
481,ODI # 501,Australia,New Zealand,6 wickets,Sydney,"Jan 24, 1988",Australia
482,ODI # 502,India,West Indies,9 wickets,Thiruvananthapuram,"Jan 25, 1988",West Indies
483,ODI # 503,Australia,England,22 runs,Melbourne,"Feb 4, 1988",Australia
484,ODI # 504,New Zealand,England,5 wickets,Dunedin,"Mar 9, 1988",England
485,ODI # 505,New Zealand,England,6 wickets,Christchurch,"Mar 12, 1988",England
486,ODI # 506,West Indies,Pakistan,47 runs,Kingston,"Mar 12, 1988",West Indies
487,ODI # 507,West Indies,Pakistan,5 wickets,St John's,"Mar 15, 1988",West Indies
488,ODI # 508,New Zealand,England,7 wickets,Napier,"Mar 16, 1988",New Zealand
489,ODI # 509,West Indies,Pakistan,50 runs,Port of Spain,"Mar 18, 1988",West Indies
490,ODI # 510,New Zealand,England,4 wickets,Auckland,"Mar 19, 1988",New Zealand
491,ODI # 511,West Indies,Pakistan,7 wickets,Port of Spain,"Mar 20, 1988",West Indies
492,ODI # 512,India,Sri Lanka,18 runs,Sharjah,"Mar 25, 1988",India
493,ODI # 513,India,New Zealand,73 runs,Sharjah,"Mar 27, 1988",India
494,ODI # 514,New Zealand,Sri Lanka,99 runs,Sharjah,"Mar 29, 1988",New Zealand
495,ODI # 515,West Indies,Pakistan,7 wickets,Georgetown,"Mar 30, 1988",West Indies
496,ODI # 516,New Zealand,Sri Lanka,43 runs,Sharjah,"Mar 31, 1988",New Zealand
497,ODI # 517,India,New Zealand,52 runs,Sharjah,"Apr 1, 1988",India
498,ODI # 518,England,West Indies,6 wickets,Birmingham,"May 19, 1988",England
499,ODI # 519,England,West Indies,47 runs,Leeds,"May 21, 1988",England
500,ODI # 520,England,West Indies,7 wickets,Lord's,"May 23-24, 1988",England
501,ODI # 521,England,Sri Lanka,5 wickets,The Oval,"Sep 4, 1988",England
502,ODI # 522,Pakistan,Australia,,Lahore,"Oct 14, 1988",Pakistan
503,ODI # 523,India,West Indies,23 runs,Sharjah,"Oct 16, 1988",India
504,ODI # 524,Pakistan,West Indies,84 runs,Sharjah,"Oct 18, 1988",Pakistan
505,ODI # 525,India,Pakistan,34 runs,Sharjah,"Oct 19, 1988",Pakistan
506,ODI # 526,India,West Indies,8 wickets,Sharjah,"Oct 21, 1988",West Indies
507,ODI # 527,Pakistan,West Indies,11 runs,Sharjah,"Oct 22, 1988",West Indies
508,ODI # 528,Pakistan,Sri Lanka,5 wickets,Dhaka,"Oct 27, 1988",Sri Lanka
509,ODI # 529,Bangladesh,India,9 wickets,Chittagong,"Oct 27, 1988",India
510,ODI # 530,India,Sri Lanka,17 runs,Dhaka,"Oct 29, 1988",Sri Lanka
511,ODI # 531,Bangladesh,Pakistan,173 runs,Chittagong,"Oct 29, 1988",Pakistan
512,ODI # 532,India,Pakistan,4 wickets,Dhaka,"Oct 31, 1988",India
513,ODI # 533,Bangladesh,Sri Lanka,9 wickets,Dhaka,"Nov 2, 1988",Sri Lanka
514,ODI # 534,India,Sri Lanka,6 wickets,Dhaka,"Nov 4, 1988",India
515,ODI # 535,Pakistan,West Indies,89 runs,Adelaide,"Dec 10, 1988",West Indies
516,ODI # 536,India,New Zealand,4 wickets,Visakhapatnam,"Dec 10, 1988",India
517,ODI # 537,Australia,Pakistan,9 wickets,Adelaide,"Dec 11, 1988",Australia
518,ODI # 538,India,New Zealand,5 wickets,Cuttack,"Dec 12, 1988",India
519,ODI # 539,Australia,West Indies,1 run,Sydney,"Dec 13, 1988",West Indies
520,ODI # 540,Australia,West Indies,34 runs,Melbourne,"Dec 15, 1988",West Indies
521,ODI # 541,India,New Zealand,53 runs,Indore,"Dec 15, 1988",India
522,ODI # 542,Pakistan,West Indies,17 runs,Hobart,"Dec 17, 1988",West Indies
523,ODI # 543,India,New Zealand,2 wickets,Vadodara,"Dec 17, 1988",India
524,ODI # 544,Pakistan,West Indies,7 wickets,Perth,"Jan 1, 1989",West Indies
525,ODI # 545,Australia,Pakistan,38 runs,Perth,"Jan 2, 1989",Pakistan
526,ODI # 546,Australia,West Indies,8 runs,Melbourne,"Jan 5, 1989",Australia
527,ODI # 547,Pakistan,West Indies,55 runs,Brisbane,"Jan 7, 1989",Pakistan
528,ODI # 548,Australia,Pakistan,5 wickets,Brisbane,"Jan 8, 1989",Australia
529,ODI # 549,Australia,Pakistan,6 runs,Melbourne,"Jan 10, 1989",Australia
530,ODI # 550,Australia,West Indies,61 runs,Sydney,"Jan 12, 1989",Australia
531,ODI # 551,Australia,West Indies,2 runs,Melbourne,"Jan 14, 1989",Australia
532,ODI # 552,Australia,West Indies,92 runs,Sydney,"Jan 16, 1989",West Indies
533,ODI # 553,Australia,West Indies,8 wickets,Sydney,"Jan 18, 1989",West Indies
534,ODI # 554,New Zealand,Pakistan,8 wickets,Dunedin,"Feb 6, 1989",New Zealand
535,ODI # 555,New Zealand,Pakistan,7 wickets,Christchurch,"Mar 4, 1989",New Zealand
536,ODI # 556,West Indies,India,50 runs,Bridgetown,"Mar 7, 1989",West Indies
537,ODI # 557,New Zealand,Pakistan,6 wickets,Wellington,"Mar 8, 1989",New Zealand
538,ODI # 558,West Indies,India,6 wickets,Port of Spain,"Mar 9, 1989",West Indies
539,ODI # 559,New Zealand,Pakistan,7 wickets,Auckland,"Mar 11, 1989",Pakistan
540,ODI # 560,West Indies,India,6 wickets,Port of Spain,"Mar 11, 1989",West Indies
541,ODI # 561,New Zealand,Pakistan,7 wickets,Hamilton,"Mar 14, 1989",New Zealand
542,ODI # 562,West Indies,India,8 wickets,St John's,"Mar 18, 1989",West Indies
543,ODI # 563,West Indies,India,101 runs,Georgetown,"Mar 21, 1989",West Indies
544,ODI # 564,Pakistan,Sri Lanka,30 runs,Sharjah,"Mar 23, 1989",Pakistan
545,ODI # 565,Pakistan,Sri Lanka,7 wickets,Sharjah,"Mar 24, 1989",Pakistan
546,ODI # 566,England,Australia,95 runs,Manchester,"May 25, 1989",England
547,ODI # 568,England,Australia,6 wickets,Lord's,"May 29, 1989",Australia
548,ODI # 569,India,West Indies,5 wickets,Sharjah,"Oct 13, 1989",West Indies
549,ODI # 570,Pakistan,West Indies,11 runs,Sharjah,"Oct 14, 1989",Pakistan
550,ODI # 571,England,Sri Lanka,5 wickets,Delhi,"Oct 15, 1989",England
551,ODI # 572,India,Pakistan,6 wickets,Sharjah,"Oct 15, 1989",Pakistan
552,ODI # 573,India,West Indies,37 runs,Sharjah,"Oct 16, 1989",India
553,ODI # 574,Pakistan,West Indies,57 runs,Sharjah,"Oct 17, 1989",Pakistan
554,ODI # 575,Australia,England,7 wickets,Hyderabad,"Oct 19, 1989",England
555,ODI # 576,Sri Lanka,West Indies,4 wickets,Rajkot,"Oct 19, 1989",Sri Lanka
556,ODI # 577,India,Pakistan,38 runs,Sharjah,"Oct 20, 1989",Pakistan
557,ODI # 578,Australia,West Indies,99 runs,Chennai,"Oct 21, 1989",Australia
558,ODI # 579,England,Pakistan,4 wickets,Cuttack,"Oct 22, 1989",England
559,ODI # 580,India,Sri Lanka,6 runs,Ahmedabad,"Oct 22, 1989",India
560,ODI # 581,Australia,Pakistan,66 runs,Mumbai,"Oct 23, 1989",Pakistan
561,ODI # 582,India,West Indies,20 runs,Delhi,"Oct 23, 1989",West Indies
562,ODI # 583,India,England,6 wickets,Kanpur,"Oct 25, 1989",India
563,ODI # 584,Pakistan,West Indies,6 wickets,Jalandhar,"Oct 25, 1989",West Indies
564,ODI # 585,Australia,Sri Lanka,28 runs,Margao,"Oct 25, 1989",Australia
565,ODI # 586,England,West Indies,26 runs,Gwalior,"Oct 27, 1989",West Indies
566,ODI # 587,India,Australia,3 wickets,Bengaluru,"Oct 27, 1989",India
567,ODI # 588,Pakistan,Sri Lanka,6 runs,Lucknow,"Oct 27, 1989",Pakistan
568,ODI # 589,India,Pakistan,77 runs,Kolkata,"Oct 28, 1989",Pakistan
569,ODI # 590,England,Pakistan,6 wickets,Nagpur,"Oct 30, 1989",Pakistan
570,ODI # 591,India,West Indies,8 wickets,Mumbai,"Oct 30, 1989",West Indies
571,ODI # 592,Pakistan,West Indies,4 wickets,Kolkata,"Nov 1, 1989",Pakistan
572,ODI # 593,Pakistan,India,7 runs,Gujranwala,"Dec 18, 1989",Pakistan
573,ODI # 595,Pakistan,India,38 runs,Lahore,"Dec 22, 1989",Pakistan
574,ODI # 596,Australia,Sri Lanka,30 runs,Melbourne,"Dec 26, 1989",Australia
575,ODI # 597,Australia,Sri Lanka,9 wickets,Perth,"Dec 30, 1989",Australia
576,ODI # 598,Pakistan,Sri Lanka,3 wickets,Perth,"Dec 31, 1989",Sri Lanka
577,ODI # 599,Australia,Pakistan,7 wickets,Melbourne,"Jan 3, 1990",Australia
578,ODI # 600,Australia,Sri Lanka,73 runs,Melbourne,"Jan 4, 1990",Australia
579,ODI # 601,Pakistan,Sri Lanka,5 wickets,Brisbane,"Feb 10, 1990",Pakistan
580,ODI # 602,Australia,Pakistan,67 runs,Brisbane,"Feb 11, 1990",Australia
581,ODI # 603,Australia,Pakistan,5 wickets,Sydney,"Feb 13, 1990",Pakistan
582,ODI # 605,Pakistan,Sri Lanka,6 wickets,Hobart,"Feb 15, 1990",Pakistan
583,ODI # 606,Pakistan,Sri Lanka,27 runs,Adelaide,"Feb 17, 1990",Pakistan
584,ODI # 608,Australia,Sri Lanka,7 wickets,Adelaide,"Feb 18, 1990",Australia
585,ODI # 609,Australia,Pakistan,2 runs,Sydney,"Feb 20, 1990",Pakistan
586,ODI # 610,Australia,Pakistan,7 wickets,Melbourne,"Feb 23, 1990",Australia
587,ODI # 611,Australia,Pakistan,69 runs,Sydney,"Feb 25, 1990",Australia
588,ODI # 612,New Zealand,India,108 runs,Dunedin,"Mar 1, 1990",New Zealand
589,ODI # 613,Australia,India,18 runs,Christchurch,"Mar 3, 1990",Australia
590,ODI # 614,West Indies,England,3 wickets,Kingston,"Mar 3, 1990",West Indies
591,ODI # 615,New Zealand,Australia,150 runs,Christchurch,"Mar 4, 1990",Australia
592,ODI # 616,New Zealand,India,1 run,Wellington,"Mar 6, 1990",India
593,ODI # 617,West Indies,England,6 wickets,Georgetown,"Mar 7, 1990",West Indies
594,ODI # 618,Australia,India,7 wickets,Hamilton,"Mar 8, 1990",Australia
595,ODI # 619,New Zealand,Australia,10 runs,Auckland,"Mar 10, 1990",Australia
596,ODI # 620,New Zealand,Australia,8 wickets,Auckland,"Mar 11, 1990",Australia
597,ODI # 621,West Indies,England,7 wickets,Georgetown,"Mar 15, 1990",West Indies
598,ODI # 622,West Indies,England,4 wickets,Bridgetown,"Apr 3, 1990",West Indies
